timestamp,Sulf,Ammo,Tota,Blac,Benz,Ozon,PM2.,PM10,Nitr,Carb,Relative H,Precipitat,Wind Speed,Atmospheri,Net Radiat,Wind Direc,Global Rad,Temperatur,sm_Relative H,sm_Precipitat,sm_Wind Speed,sm_Atmospheri,sm_Net Radiat,sm_Wind Direc,sm_Global Rad,sm_Temperatur,traffic,sm_traffic,EURO_3,EURO_2,EURO_4,EURO_5,EURO_1,EURO_6,EURO_7,VType_4,VType_3,VType_1,VType_2,FType_1,FType_2,FType_4,FType_5,FType_3,DPF_2,DPF_1,small_len,med_len,lg_len,mon,tue,wed,thu,fri,sat,sun,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0-15m,15-30m,30-45m,45-60m
2013-11-01 15:00:00,40.0,0.5929999999999999,35.0,1.94915,1.045,20.0,38.5,35.333333333333336,46.875,0.7250000000000001,66.2,0.10350000000000009,0.9241111111111113,1004.7,84.0,214.06166666666664,127.0,16.033333333333335,78.6077878655386,0.07420417756692484,0.9376067127228646,1006.3129355158326,97.82617893601281,190.90010147690367,178.47151360000004,13.86897398246059,2345,1725.833206250865,85,11,256,815,5,835,19,1964,35,5,22,838,995,135,58,0,1242,780,177,1822,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,526,584,579,656
2013-11-01 16:00:00,39.0,0.8889999999999998,33.333333333333336,1.9806500000000002,0.9854999999999998,18.0,37.5,32.333333333333336,47.5,0.7,67.8,0.006,0.9974444444444445,1004.4,38.0,203.27499999999998,84.0,15.700000000000001,76.12623029243088,0.08006334205353989,0.9349075924005139,1005.9903484126662,95.06094314881025,195.53241451485627,168.17721088000005,14.30184585263514,2540,1849.6665650006921,65,14,256,983,7,868,22,2157,37,7,17,911,1071,163,70,3,1402,813,166,2032,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,618,658,633,631
2013-11-01 17:00:00,43.0,0.8259999999999996,37.333333333333336,2.0577499999999995,0.9467499999999999,17.333333333333332,36.5,36.333333333333336,51.75,0.75,69.6,0.1475000000000001,0.9320000000000002,1004.1,-15.0,198.6966666666667,25.0,15.16666666666667,74.4609842339447,0.06525067364283192,0.9474149628093002,1005.672278730133,83.6487545190482,197.08093161188503,151.34176870400006,14.581476682108113,2370,1987.7332520005539,99,13,252,881,4,808,30,2005,45,6,32,901,985,130,71,1,1343,739,180,1872,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,647,570,580,573
2013-11-01 18:00:00,44.0,1.0769999999999993,52.0,2.3340000000000005,0.94775,13.666666666666666,47.5,36.0,56.5,0.9,73.4,0.04799999999999997,0.8474444444444447,1003.9,-26.0,209.46166666666667,0.0,14.316666666666665,73.48878738715577,0.08170053891426557,0.9443319702474402,1005.3578229841065,63.919003615238566,197.40407862284138,126.07341496320005,14.698514679019826,2187,2064.1866016004433,74,11,246,811,1,749,20,1863,25,4,22,778,909,145,80,2,1247,664,145,1743,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,581,584,538,484
2013-11-01 19:00:00,60.0,1.0569999999999993,56.666666666666664,2.7878500000000006,1.194,11.333333333333334,48.0,41.333333333333336,56.75,0.9,75.0,0.008000000000000002,0.8336666666666666,1004.1,-14.0,253.1916666666667,0.0,14.183333333333335,73.47102990972462,0.07496043113141246,0.9249544650868411,1005.0662583872852,45.93520289219085,199.81559623160646,100.85873197056004,14.622145076549195,1941,2088.749281280355,86,7,214,718,4,685,26,1679,35,4,23,736,830,108,66,1,1141,596,131,1585,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,493,469,482,497
2013-11-01 20:00:00,74.0,1.4859999999999993,65.33333333333333,3.8707500000000032,1.2782499999999999,10.333333333333334,61.0,44.0,60.875,0.8999999999999999,74.6,0.008000000000000002,0.8366666666666667,1004.0,-15.0,154.58666666666667,0.0,14.383333333333333,73.7768239277797,0.06156834490512997,0.9066969054028062,1004.8730067098282,33.94816231375268,210.49081031861854,80.68698557644804,14.534382727906024,1702,2059.199425024284,63,9,213,644,3,576,15,1482,25,2,14,640,722,97,64,0,1007,514,114,1391,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,514,433,373,382
2013-11-01 21:00:00,52.0,1.412999999999999,81.66666666666667,3.8339500000000033,1.17775,10.0,53.5,42.0,62.0,1.0,74.4,0.008000000000000002,0.873,1003.9,-16.0,159.37166666666664,0.0,14.350000000000001,73.94145914222376,0.050854675924103976,0.8926908576555783,1004.6984053678627,24.158529851002147,199.3099815882282,64.54958846115844,14.504172848991487,1411,1987.7595400194275,56,8,145,560,4,463,9,1203,30,1,14,508,593,78,66,3,829,413,90,1144,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,339,371,338,363
2013-11-01 22:00:00,47.0,1.5419999999999998,76.33333333333333,3.9900500000000023,1.0915,10.0,47.5,40.333333333333336,60.0,0.9500000000000001,75.8,0.008000000000000002,0.9464444444444443,1003.8,-17.0,119.01333333333332,0.0,14.116666666666667,74.03316731377902,0.042283740739283183,0.8887526861244627,1004.5387242942902,16.12682388080172,191.3223186039159,51.63967076892675,14.473338279193191,1319,1872.407632015542,56,7,137,489,1,482,13,1146,24,2,13,478,559,81,67,0,767,417,88,1082,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,336,321,340,322
2013-11-01 23:00:00,55.0,1.445999999999999,65.66666666666667,3.8283000000000023,1.0855000000000001,9.666666666666666,54.0,36.333333333333336,58.375,0.9,77.8,0.008000000000000002,0.9128888888888886,1003.6,-15.0,138.11666666666665,0.0,14.066666666666665,74.38653385102322,0.035426992591426544,0.900291037788459,1004.3909794354322,9.501459104641375,176.8605215497994,41.3117366151414,14.402003956687889,1284,1761.7261056124337,59,11,154,498,2,419,9,1111,31,2,10,480,544,78,50,2,768,384,82,1060,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,339,296,326,323
2013-11-02 00:00:00,42.0,1.4539999999999993,76.0,3.426050000000002,1.35975,10.333333333333334,46.5,35.0,56.5,0.925,79.0,0.009500000000000003,0.9675555555555554,1003.4,-15.0,89.24166666666667,0.0,13.983333333333334,75.06922708081858,0.029941594073141238,0.902810608008545,1004.2327835483459,4.6011672837131,169.11175057317286,33.04938929211312,14.334936498683645,968,1666.180884489947,44,5,95,374,2,338,7,836,11,0,18,349,417,56,43,0,574,291,58,789,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,237,253,196
2013-11-02 01:00:00,42.0,1.456999999999999,65.0,3.3335000000000017,1.52475,11.0,44.0,30.333333333333332,54.375,0.9500000000000001,77.8,0.0075000000000000015,1.0414444444444444,1002.9,-14.0,83.47833333333334,0.0,14.033333333333333,75.85538166465487,0.02585327525851299,0.9157595975179471,1004.0662268386768,0.6809338269704805,153.13773379187163,26.439511433690498,14.264615865613584,621,1526.5447075919578,20,3,75,241,0,195,4,514,10,6,8,183,287,48,20,0,355,183,25,501,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,171,163,122
2013-11-02 02:00:00,41.0,1.3079999999999996,55.0,3.016150000000001,1.45775,10.666666666666666,37.5,24.0,50.375,0.85,77.6,0.0075000000000000015,0.9627777777777777,1002.4,-12.0,91.93333333333334,0.0,14.0,76.2443053317239,0.022182620206810395,0.9408965669032466,1003.8329814709415,-2.2552529384236157,139.20585370016397,21.1516091469524,14.218359359157533,464,1345.4357660735664,19,2,68,149,1,169,2,382,19,3,6,162,209,15,24,0,278,132,25,377,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,126,124,72
2013-11-02 03:00:00,39.0,1.2789999999999992,43.666666666666664,2.4038000000000004,1.6635000000000002,11.666666666666666,31.0,20.333333333333332,46.875,0.75,77.4,0.0045,1.1481111111111113,1001.7,-11.0,90.86333333333334,0.0,13.916666666666666,76.51544426537912,0.01924609616544832,0.9452728090781529,1003.5463851767532,-4.204202350738893,129.75134962679783,16.92128731756192,14.174687487326029,301,1169.148612858853,7,0,45,111,0,103,1,237,22,1,7,83,151,22,11,0,166,101,11,248,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,74,86,74
2013-11-02 04:00:00,37.0,1.266999999999999,44.0,2.57165,1.4295,10.333333333333334,35.5,19.0,45.625,0.7749999999999999,79.4,0.008000000000000002,0.9826666666666668,1001.0,-11.0,90.13666666666666,0.0,13.733333333333334,76.6923554123033,0.016296876932358657,0.9858404694847447,1003.1771081414026,-5.563361880591114,121.97374636810494,13.537029854049536,14.123083323194157,288,995.5188902870825,12,0,45,120,0,86,2,219,35,6,5,84,147,22,12,0,175,89,12,245,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,61,81,90
2013-11-02 05:00:00,36.0,1.0889999999999993,41.666666666666664,2.3219000000000003,1.19475,10.666666666666666,31.5,20.666666666666668,43.75,0.7749999999999999,82.4,0.0055,1.178,1000.5,-10.0,88.27999999999999,0.0,13.683333333333335,77.23388432984265,0.014637501545886927,0.9852057089211291,1002.7416865131222,-6.650689504472892,115.60633042781728,10.829623883239629,14.045133325221993,364,854.0151122296661,17,0,63,141,0,100,1,239,62,8,13,91,190,31,10,0,208,111,17,279,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,97,92,90
2013-11-02 06:00:00,35.0,1.1829999999999994,39.666666666666664,2.2224000000000004,1.0684999999999998,11.0,28.0,21.333333333333332,42.75,0.75,82.4,0.006500000000000001,1.0924444444444446,1000.3,-10.0,98.175,0.0,13.66666666666667,78.26710746387413,0.012810001236709542,1.0237645671369033,1002.2933492104978,-7.320551603578314,110.14106434225383,8.663699106591704,13.972773326844262,528,756.0120897837329,25,2,77,214,0,146,1,344,90,13,18,120,284,49,12,0,295,163,15,414,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,111,165,168
2013-11-02 07:00:00,44.0,1.1459999999999995,54.0,2.2703500000000005,0.958,11.333333333333334,32.0,23.0,46.875,0.7999999999999999,82.4,0.0075000000000000015,1.1307777777777777,1000.0,-11.0,90.42666666666666,0.0,13.633333333333333,79.0936859710993,0.011548000989367636,1.0375005425984116,1001.8946793683983,-7.856441282862651,107.74785147380307,6.930959285273364,13.911551994808745,836,710.4096718269864,40,2,124,324,1,248,6,532,160,33,21,210,469,58,8,1,452,283,33,649,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,185,237,249
2013-11-02 08:00:00,42.0,1.0809999999999993,54.666666666666664,2.378600000000001,0.93075,11.333333333333334,33.0,25.333333333333332,46.875,0.825,82.2,0.010500000000000002,0.9886666666666666,1000.0,-5.0,91.89833333333333,0.0,13.65,79.75494877687944,0.010738400791494108,1.056155989634285,1001.5157434947187,-8.48515302629012,104.28361451237579,5.544767428218691,13.855908262513664,1108,735.5277374615891,55,8,154,409,2,331,7,764,150,28,24,329,525,81,31,0,635,317,65,853,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,230,300,320
2013-11-02 09:00:00,48.0,1.0419999999999996,57.666666666666664,2.38235,0.98725,12.666666666666666,38.0,30.0,48.875,0.8,80.8,0.008000000000000002,1.034222222222222,1000.4,10.0,73.10833333333333,10.0,13.799999999999999,80.24395902150356,0.010690720633195289,1.0426581250407612,1001.212594795775,-7.788122421032097,101.8065582765673,4.435813942574953,13.814726610010933,1913,810.0221899692714,76,9,226,703,4,607,14,1424,153,33,31,644,837,106,52,2,1034,593,118,1468,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,450,518,615
2013-11-02 10:00:00,45.0,0.9919999999999998,55.666666666666664,2.2470499999999998,0.9897499999999998,14.333333333333334,36.5,31.333333333333332,49.0,0.8500000000000001,80.0,0.011500000000000003,1.0346666666666668,1000.4,14.0,80.42,26.0,13.983333333333333,80.35516721720285,0.010152576506556233,1.0409709444770534,1001.0500758366201,-4.230497936825678,96.06691328792051,5.548651154059963,13.811781288008747,2733,1030.6177519754171,101,17,298,1026,3,944,25,2210,151,25,27,982,1215,147,69,0,1510,895,177,2196,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,623,648,695,767
2013-11-02 11:00:00,42.0,1.0659999999999996,57.333333333333336,2.2074499999999997,0.9895,22.0,38.5,30.333333333333332,52.375,0.825,74.2,0.028499999999999973,1.046222222222222,1000.4,54.0,85.15833333333333,74.0,14.466666666666669,80.28413377376228,0.010422061205244987,1.0397100889149762,1000.9200606692962,-0.5843983494605425,92.93753063033643,9.63892092324797,13.846091697073666,2720,1371.094201580334,95,15,263,997,4,983,27,2237,98,23,26,902,1244,173,65,0,1418,964,184,2161,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,676,689,671,684
2013-11-02 12:00:00,44.0,3.4490000000000003,34.333333333333336,1.7469000000000006,1.05375,33.333333333333336,31.5,29.333333333333332,46.75,0.7,67.4,0.38249999999999973,1.0552222222222225,1000.2,75.0,74.84166666666667,123.0,14.916666666666666,79.06730701900983,0.014037648964195985,1.0410125155764254,1000.8160485354371,10.332481320431567,91.38169117093581,22.511136738598378,13.970206690992267,2620,1640.8753612642672,96,21,293,920,4,884,35,2147,67,16,27,924,1121,138,69,5,1390,860,190,2030,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,685,640,653,642
2013-11-02 13:00:00,45.0,3.38,35.0,1.7589000000000001,1.14,39.333333333333336,33.0,25.0,46.625,0.7250000000000001,66.0,0.021499999999999995,0.9066666666666667,999.8,66.0,152.95833333333334,74.0,14.950000000000001,76.73384561520787,0.08773011917135674,1.043854456905585,1000.6928388283497,23.265985056345254,88.07368627008198,42.60890939087871,14.159498686127147,2158,1836.7002890114138,81,13,245,726,3,768,29,1761,60,15,29,748,952,109,56,0,1148,714,162,1663,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,638,534,489,497
2013-11-02 14:00:00,41.0,3.427000000000001,31.666666666666668,1.7451500000000002,1.1685,38.333333333333336,33.5,29.333333333333332,47.625,0.7250000000000001,65.8,0.008000000000000002,1.0053333333333334,999.5,49.0,92.10333333333334,69.0,15.033333333333331,74.5870764921663,0.0744840953370854,1.0164168988578015,1000.5142710626799,31.812788045076204,101.05061568273226,48.887127512702975,14.317598948901718,2203,1900.960231209131,74,17,226,778,7,770,27,1817,56,2,25,764,946,139,50,1,1190,708,169,1698,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,496,545,592,570
2013-11-02 15:00:00,36.0,3.4050000000000007,38.0,1.6368500000000004,0.871,42.0,30.0,30.0,48.5,0.75,65.2,0.006,1.0495555555555558,999.0,39.0,156.21,60.0,15.0,72.82966119373305,0.06118727626966832,1.014200185752908,1000.3114168501439,35.25023043606096,99.26115921285248,52.90970201016238,14.460745825788042,2610,1961.3681849673048,88,15,288,934,2,884,32,2160,54,7,23,926,1108,133,76,1,1425,815,174,2036,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,608,646,653,703
2013-11-02 16:00:00,32.0,0.9900000000000001,31.333333333333332,1.5624500000000006,1.0062499999999999,39.666666666666664,32.0,31.333333333333332,48.125,0.675,66.6,0.006,0.9282222222222225,999.0,13.0,175.42999999999998,18.0,14.683333333333335,71.30372895498644,0.05014982101573466,1.0212712597134375,1000.0491334801152,36.00018434884877,110.65092737028199,54.327761608129904,14.568596660630433,2829,2091.094547973844,96,18,303,1055,6,962,26,2375,56,7,28,1008,1214,165,78,1,1550,915,196,2229,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,688,701,737,703
2013-11-02 17:00:00,42.0,0.9559999999999996,32.666666666666664,1.9048500000000002,0.895,26.666666666666668,40.5,34.666666666666664,55.125,0.7000000000000001,69.0,0.027999999999999973,0.8874444444444447,999.0,-3.0,200.365,1.0,14.5,70.36298316398916,0.04131985681258773,1.0026614522151944,999.8393067840923,31.400147479079017,123.6067418962256,47.06220928650393,14.591543995171016,2824,2238.6756383790753,110,16,318,1016,4,982,32,2391,50,6,32,1081,1161,157,79,1,1627,849,177,2267,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,713,710,684,717
2013-11-02 18:00:00,40.0,0.8559999999999992,41.0,2.2266000000000004,1.0054999999999998,18.666666666666668,42.5,44.333333333333336,58.625,0.8500000000000001,76.4,0.061499999999999985,1.149,999.0,-11.0,167.11166666666665,0.0,14.316666666666665,70.09038653119133,0.038655885450070177,0.9796180506610445,999.671445427274,24.520117983263212,138.9583935169805,37.84976742920315,14.573235196136814,2356,2355.7405107032605,103,12,257,882,3,792,24,1997,42,8,27,861,978,160,73,2,1336,734,147,1897,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,605,609,583,559
